Metropolitan areas	Year	CO2_PC	GDP_PC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	UNEMP_R
Oaxaca de Juárez	2011		7142.08	258.62	17472.3	2.73
Oaxaca de Juárez	2012		7581.98	252.37	18260.26	2.4
Oaxaca de Juárez	2013		7315.25	246.15	18627.71	2.64
Oaxaca de Juárez	2014			239.96		2.61
Acapulco de Juárez	2000	1.46		815.56		1.04
Acapulco de Juárez	2001			806.04		0.24
Acapulco de Juárez	2002			796.64		0.76
Acapulco de Juárez	2003		7104.11	787.34	19959.84	0.46
Acapulco de Juárez	2004		7331.72	778.16	20824.04	0.67
Acapulco de Juárez	2005	1.6	7327.89	769.08	22189.78	1.16
Acapulco de Juárez	2006		7375.74	760.1	20636.6	1.04
Acapulco de Juárez	2007		7586.47	751.23	21476.73	1.28
Acapulco de Juárez	2008	1.68	7380.35	742.47	20538.71	1.17
Acapulco de Juárez	2009		7335.15	733.8	19614.96	1.59
Acapulco de Juárez	2010		7586.28	725.24	18174.91	1.6
Acapulco de Juárez	2011		7426.05	716.78	18130.9	2.45
Acapulco de Juárez	2012		7574.58	708.42	18477.18	1.59
Acapulco de Juárez	2013		7637.82	700.15	19366.45	2.32
Acapulco de Juárez	2014			691.98		1.54
Tuxtla Gutiérrez	2000	2.55		1506.55		1.7
Tuxtla Gutiérrez	2001			1465.16		1.56
Tuxtla Gutiérrez	2002			1424.87		2.09
Tuxtla Gutiérrez	2003		6532.52	1385.65	17134.54	1.55
Tuxtla Gutiérrez	2004		6312.75	1347.47	17594.33	1.94
Tuxtla Gutiérrez	2005	2.67	6260.58	1310.32	17102.35	2.06
Tuxtla Gutiérrez	2006		6451.88	1274.16	18524.16	1.51
Tuxtla Gutiérrez	2007		6261.57	1238.96	18028.81	2.13
Tuxtla Gutiérrez	2008	2.69	6392.01	1204.7	18562.07	1.85
Tuxtla Gutiérrez	2009		6049.83	1171.37	17305.33	1.82
Tuxtla Gutiérrez	2010		6367.89	1138.92	16495.38	2.64
Tuxtla Gutiérrez	2011		6451.92	1107.34	16741.72	2.05
Tuxtla Gutiérrez	2012		6505.38	1076.61	16874.71	2.2
Tuxtla Gutiérrez	2013		6234.19	1046.71	17059.66	3.12
Tuxtla Gutiérrez	2014			1017.6		3.35
The Hague	2000	8.47	48700.77	23.42	97258.09	2.66
The Hague	2001		49365.88	23.22	96693.09	2.03
The Hague	2002		49285.97	23.02	97558.24	2.59
The Hague	2003		49465.88	22.82	99655.61	3.47
The Hague	2004		50400.2	22.62	102183.64	4.51
The Hague	2005	8.47	51732.69	22.42	103620.9	4.93
The Hague	2006		52952.47	22.22	105568.92	4.39
The Hague	2007		55471.17	22.02	108539.64	3.5
The Hague	2008	7.89	55673.84	21.82	108404.02	2.99
The Hague	2009		52793.09	21.61	103128.95	3.61
The Hague	2010		45676.02	21.41	91882.82	5.05
The Hague	2011		45217.1	21.21	91978.03	5.59
The Hague	2012		44440.09	21.0	90636.05	6.91
The Hague	2013		43570.96	20.8	89779.9	7.95
The Hague	2014			20.59		8.41
Amsterdam	2000	15.87	47817.11	235.63	95424.55	2.87
Amsterdam	2001		47823.71	233.57	91540.94	1.9
Amsterdam	2002		49013.56	231.51	93552.75	2.64
Amsterdam	2003		48862.46	229.46	94894.81	4.04
Amsterdam	2004		49915.13	227.41	97576.56	5.0
Amsterdam	2005	15.78	50586.84	225.37	99154.77	5.07
Amsterdam	2006		51580.42	223.33	99128.4	3.99
Amsterdam	2007		52924.35	221.29	100452.88	3.09
Amsterdam	2008	15.06	52828.34	219.26	99072.5	2.66
Amsterdam	2009		51089.69	217.23	95653.71	3.3
Amsterdam	2010		51664.7	215.21	100823.25	4.35
Amsterdam	2011		51762.35	213.19	102380.37	5.02
Amsterdam	2012		50410.27	211.18	99335.85	5.71
Amsterdam	2013		49676.22	209.17	99005.71	7.55
Amsterdam	2014			207.16		7.47
Rotterdam	2000	16.89	48700.77	74.2	97258.34	2.66
Rotterdam	2001		49365.88	74.0	96693.89	2.03
Rotterdam	2002		49285.97	73.79	97558.25	2.59
Rotterdam	2003		49465.88	73.57	99655.23	3.47
Rotterdam	2004		50400.2	73.35	102183.22	4.51
Rotterdam	2005	18.69	51732.69	73.12	103620.77	4.93
Rotterdam	2006		52952.47	72.88	105569.15	4.39
Rotterdam	2007		55471.17	72.64	108539.47	3.5
Rotterdam	2008	16.36	55673.84	72.38	108404.35	2.99
Rotterdam	2009		52793.09	72.12	103129.43	3.61
Rotterdam	2010		45676.02	71.85	91882.85	5.05
Rotterdam	2011		45217.1	71.57	91977.61	5.59
Rotterdam	2012		44440.09	71.28	90636.12	6.91
Rotterdam	2013		43570.96	70.99	89779.87	7.95
Rotterdam	2014			70.68		8.41
Utrecht	2000	7.14	50690.72	264.58	98283.22	2.12
Utrecht	2001		51986.66	261.55	99509.35	1.19
Utrecht	2002		50949.78	258.52	97559.85	2.31
Utrecht	2003		49982.59	255.51	95461.76	3.91
Utrecht	2004		50561.38	252.49	97439.8	3.72
Utrecht	2005	6.86	51121.09	249.48	98537.95	3.77
Utrecht	2006		52157.21	246.48	98457.26	3.25
Utrecht	2007		53985.1	243.48	100539.49	2.66
Utrecht	2008	6.39	53822.09	240.49	99457.18	2.07
Utrecht	2009		53926.63	237.51	98939.05	2.89
Utrecht	2010		52927.46	234.53	101058.96	3.67
Utrecht	2011		52708.61	231.57	102169.8	4.24
Utrecht	2012		51846.82	228.61	100191.88	5.17
Utrecht	2013		50766.42	225.67	99762.48	6.39
Utrecht	2014			222.73		6.37
Eindhoven	2000	6.03	40980.66	874.28	82027.2	2.07
Eindhoven	2001		41132.69	870.92	81010.59	1.84
Eindhoven	2002		40524.01	867.56	77920.76	2.47
Eindhoven	2003		40322.6	864.19	78734.99	3.41
Eindhoven	2004		41228.94	860.81	80396.69	4.41
Eindhoven	2005	6.14	42125.11	857.44	83453.05	3.92
Eindhoven	2006		43692.44	854.07	85572.75	3.37
Eindhoven	2007		45042.95	850.69	86914.94	2.78
Eindhoven	2008	5.86	45523.23	847.31	86198.06	2.34
Eindhoven	2009		43822.81	843.93	83615.3	3.25
Eindhoven	2010		44784.27	840.54	87515.47	4.2
Eindhoven	2011		45984.5	837.16	91218.48	4.6
Eindhoven	2012		44754.95	833.78	88724.85	5.31
Eindhoven	2013		44412.1	830.39	89479.66	6.67
Eindhoven	2014			827.0		7.02
The Netherlands	2000	11.03	40868.55		82490.82	2.73
The Netherlands	2001		41317.98		81907.81	2.12
The Netherlands	2002		41033.07		80824.0	2.55
The Netherlands	2003		40909.75		81527.34	3.59
The Netherlands	2004		41721.19		83725.78	4.65
The Netherlands	2005	11.03	42630.02		85700.09	4.72
The Netherlands	2006		44220.6		87437.03	3.91
The Netherlands	2007		45893.27		88701.1	3.18
The Netherlands	2008	10.49	46610.58		88990.08	2.75
The Netherlands	2009		44609.17		85552.43	3.41
The Netherlands	2010		44852.06		88817.75	4.45
The Netherlands	2011		45377.0		91153.5	4.98
The Netherlands	2012		44458.46		89130.8	5.82
The Netherlands	2013		44006.42		89123.86	7.24
The Netherlands	2014					7.42
Oslo	2000	14.68		355.87		2.01
Oslo	2001			350.71		2.13
Oslo	2002			345.63		2.93
Oslo	2003			340.61		3.86
Oslo	2004			335.66		3.95
Oslo	2005	14.6		330.78		3.58
Oslo	2006			325.95		2.66
Oslo	2007			321.2		1.88
Oslo	2008	14.61	57879.51	316.5	104230.6	1.63
Oslo	2009		61376.68	311.87	112939.18	2.78
Oslo	2010		60611.41	307.31	112586.77	3.11
Oslo	2011		58208.45	302.8	107190.73	2.76
Oslo	2012		59901.69	298.35	109541.61	2.62
Oslo	2013			293.96		2.83
Oslo	2014			289.63		2.99
Norway	2000	8.35	54956.75		108362.45	3.46
Norway	2001		55792.1		110398.59	3.74
Norway	2002		56336.33		111141.33	4.02
Norway	2003		56502.76		113565.64	4.22
Norway	2004		58416.49		117631.09	4.26
Norway	2005	8.35	59573.37		120221.06	4.38
Norway	2006		60554.98		119417.07	3.4
Norway	2007		61784.58		118815.99	2.49
Norway	2008	8.19	61288.12		115499.98	2.55
Norway	2009		59513.83		114271.59	3.1
Norway	2010		59145.48		114899.44	3.52
Norway	2011		58964.77		114425.02	3.21
Norway	2012		59788.88		115301.14	3.12
Norway	2013		59452.58		115433.33	3.42
Norway	2014					3.48
Warsaw	2000	7.64	28772.67	1086.13	69630.65	13.32
Warsaw	2001		29065.04	1081.97	72434.88	14.29
Warsaw	2002		29717.76	1077.74	78548.92	16.69
Warsaw	2003		30654.33	1073.45	85062.29	16.71
Warsaw	2004		31560.77	1069.1	84988.67	15.98
Warsaw	2005	7.82	33531.91	1064.69	87289.34	14.79
Warsaw	2006		35848.91	1060.23	87181.0	12.32
Warsaw	2007		38634.94	1055.7	87229.59	9.06
Warsaw	2008	8.33	39398.94	1051.11	82356.03	5.99
Warsaw	2009		41246.43	1046.46	86402.99	5.98
Warsaw	2010		43220.62	1041.76	96669.41	7.45
Warsaw	2011		44712.18	1036.99	96968.0	7.86
Warsaw	2012		46012.72	1032.16	98222.64	8.0
Warsaw	2013			1027.27		7.99
Warsaw	2014			1022.32		7.19
Lódz	2000	11.3	15001.89	395.24	32820.96	16.16
Lódz	2001		15415.97	397.1	35282.7	19.58
Lódz	2002		15896.36	398.96	38447.76	20.19
Lódz	2003		16911.64	400.82	41093.54	18.94
Lódz	2004		17422.01	402.68	42621.36	18.81
Lódz	2005	11.77	17907.31	404.53	41594.55	17.39
Lódz	2006		19102.18	406.38	43729.68	13.43
Lódz	2007		20678.02	408.23	42853.0	9.28
Lódz	2008	12.29	21825.71	410.08	42025.19	6.67
Lódz	2009		22324.27	411.92	44707.52	7.58
Lódz	2010		23413.22	413.76	49003.88	9.25
Lódz	2011		23957.58	415.59	49513.37	9.28
Lódz	2012		24383.61	417.42	51785.56	11.05
Lódz	2013			419.24		11.13
Lódz	2014			421.06		8.86
Kraków	2000	7.49	16152.97	742.53	38665.41	11.71
Kraków	2001		15979.8	741.24	38458.78	12.96
Kraków	2002		16494.76	739.95	43543.31	15.63
Kraków	2003		17439.32	738.63	46855.67	17.69
Kraków	2004		18425.57	737.3	49932.6	16.85
Kraków	2005	7.5	19080.3	735.96	49915.65	15.33
Kraków	2006		21013.71	734.6	52836.13	12.61
Kraków	2007		22418.63	733.23	57333.23	8.55
Kraków	2008	7.99	23279.19	731.84	57585.01	6.19
Kraków	2009		23586.44	730.43	59573.83	7.97
Kraków	2010		24237.5	729.01	63028.17	9.12
Kraków	2011		25594.62	727.57	65197.93	9.39
Kraków	2012		25996.59	726.12	65959.13	10.45
Kraków	2013			724.66		10.89
Kraków	2014			723.17		9.16
Wroclaw	2000	6.89	18318.36	608.18	54925.19	22.64
Wroclaw	2001		18073.6	607.57	57576.58	24.08
Wroclaw	2002		19343.48	606.93	61019.65	25.27
Wroclaw	2003		19581.63	606.27	62969.45	25.58
Wroclaw	2004		19911.88	605.59	61523.11	26.71
Wroclaw	2005	7.02	20341.84	604.88	58677.09	22.83
Wroclaw	2006		22108.45	604.14	59173.17	17.34
Wroclaw	2007		24482.37	603.38	62020.74	12.67
Wroclaw	2008	7.43	26193.98	602.6	65788.85	9.13
Wroclaw	2009		27557.03	601.79	69386.8	10.07
Wroclaw	2010		28682.28	600.96	72788.82	11.34
Wroclaw	2011		30016.67	600.1	78689.02	10.62
Wroclaw	2012		31084.62	599.21	82017.65	11.13
Wroclaw	2013			598.3		11.29
Wroclaw	2014			597.36		9.13
Poznan	2000	6.59	23497.36	378.52	54771.2	14.11
Poznan	2001		23402.61	377.57	60833.66	18.91
Poznan	2002		23553.09	376.57	63082.45	18.72
Poznan	2003		24458.51	375.52	60805.95	16.08
Poznan	2004		26259.74	374.41	67644.91	17.24
Poznan	2005	6.42	27545.17	373.24	72799.62	17.16
Poznan	2006		28864.9	372.03	75554.54	12.68
Poznan	2007		31048.15	370.75	79987.81	8.28
Poznan	2008	6.72	32251.71	369.42	84107.26	6.09
Poznan	2009		33389.85	368.02	87343.29	7.49
Poznan	2010		33721.75	366.57	85134.47	8.75
Poznan	2011		34940.04	365.06	87285.66	8.64
Poznan	2012		35900.04	363.49	89202.38	8.53
Poznan	2013			361.86		8.79
Poznan	2014			360.17		7.71
Gdansk	2000	5.01	17287.96	696.98	55833.53	17.14
Gdansk	2001		17224.83	695.5	54034.59	17.9
Gdansk	2002		17874.27	693.97	52540.65	20.89
Gdansk	2003		18020.82	692.39	54794.62	20.81
Gdansk	2004		19167.71	690.76	62050.23	19.79
Gdansk	2005	5.2	20250.43	689.07	64030.79	18.92
Gdansk	2006		21286.27	687.34	68271.9	13.77
Gdansk	2007		22424.69	685.54	64664.14	9.46
Gdansk	2008	5.6	22408.7	683.7	62275.25	5.52
Gdansk	2009		24017.81	681.8	67415.61	6.43
Gdansk	2010		24647.37	679.85	67922.84	9.34
Gdansk	2011		26071.64	677.84	72769.58	8.46
Gdansk	2012		27366.89	675.77	71054.69	9.54
Gdansk	2013			673.65		10.05
Gdansk	2014			671.47		8.6
Lublin	2000	4.7	12471.69	486.93	27636.03	13.58
Lublin	2001		12893.98	487.09	29904.77	14.71
Lublin	2002		13178.23	487.25	31014.34	16.35
Lublin	2003		13521.76	487.38	33194.66	15.4
Lublin	2004		13753.62	487.5	34225.42	16.13
Lublin	2005	4.84	13947.29	487.59	32738.15	14.32
Lublin	2006		14698.65	487.67	35319.16	12.76
Lublin	2007		15979.07	487.73	35771.27	9.48
Lublin	2008	5.18	17091.36	487.77	37665.75	8.83
Lublin	2009		17590.97	487.79	38812.6	9.65
Lublin	2010		18225.04	487.79	39975.16	9.84
Lublin	2011		18852.71	487.76	41953.94	10.26
Lublin	2012		20013.13	487.72	45494.36	10.47
Lublin	2013			487.65		10.3
Lublin	2014			487.56		9.87
Katowice	2000	12.23	15990.85	319.72	57207.69	18.73
Katowice	2001		16074.04	320.95	50858.96	20.26
Katowice	2002		17061.94	322.18	52397.55	20.22
Katowice	2003		17558.88	323.42	54682.54	19.24
Katowice	2004		18841.18	324.65	53802.62	18.51
Katowice	2005	13.47	18793.13	325.89	53031.88	18.93
Katowice	2006		19940.13	327.13	55638.4	14.21
Katowice	2007		21406.54	328.36	56741.13	8.09
Katowice	2008	14.02	22404.87	329.61	57411.01	6.57
Katowice	2009		22926.73	330.85	57529.87	6.76
Katowice	2010		23544.08	332.09	60814.16	9.15
Katowice	2011		24749.49	333.33	60320.73	9.2
Katowice	2012		24837.04	334.58	60215.46	9.42
Katowice	2013			335.83		9.73
Katowice	2014			337.07		8.61
Poland	2000	8.28	14071.69		37088.04	16.31
Poland	2001		14250.8		38251.27	18.37
Poland	2002		14546.2		40250.84	19.89
Poland	2003		15073.71		42183.74	19.37
Poland	2004		15859.45		44267.57	19.07
Poland	2005	8.83	16429.2		44430.66	17.75
Poland	2006		17454.3		45636.77	13.84
Poland	2007		18726.81		46846.78	9.6
Poland	2008	9.23	19466.01		46960.05	7.12
Poland	2009		19968.13		47989.79	8.17
Poland	2010		20689.69		51035.04	9.64
Poland	2011		21470.94		53159.44	9.63
Poland	2012		21844.2		53996.38	10.09
Poland	2013		22219.92		54997.87	10.33
Poland	2014					8.99
Portugal	2000	5.5	25802.25		52862.07	3.82
Portugal	2001		26095.6		52854.13	3.83
Portugal	2002		26134.42		52564.5	4.5
Portugal	2003		25766.54		52771.93	6.13
Portugal	2004		26162.17		54038.67	6.32
Portugal	2005	5.64	26308.46		54702.24	7.58
Portugal	2006		26673.0		55205.02	7.65
Portugal	2007		27284.22		56430.73	7.96
Portugal	2008	4.74	27284.86		56276.9	7.55
Portugal	2009		26447.95		56227.12	9.43
Portugal	2010		26923.5		58115.92	10.77
Portugal	2011		26433.58		58959.69	12.68
Portugal	2012		25441.68		58988.82	15.53
Portugal	2013		25164.96		59581.92	16.18
Portugal	2014					13.9
Lisbon	2000	5.59	36979.42	69.57	76581.1	5.29
Lisbon	2001		37372.34	69.25	75953.5	4.87
Lisbon	2002		37855.27	68.9	78039.43	6.26
Lisbon	2003		37440.28	68.55	78840.37	8.11
Lisbon	2004		38273.08	68.17	81201.37	7.22
Lisbon	2005	6.01	38319.65	67.78	82188.37	8.51
Lisbon	2006		38520.49	67.38	82732.45	8.45
Lisbon	2007		39258.31	66.96	83881.65	8.8
Lisbon	2008	5.1	39294.5	66.52	83020.02	8.18
Lisbon	2009		38029.1	66.07	83404.54	9.73
Lisbon	2010		38308.21	65.6	86172.75	11.19
Lisbon	2011		37233.23	65.12	85757.74	13.97
Lisbon	2012		35399.91	64.62	86427.18	17.39
Lisbon	2013		34480.37	64.11	86829.76	18.24
Lisbon	2014			63.58		14.77
Porto	2000	5.89	25227.47	68.29	52720.96	3.89
Porto	2001		25726.05	68.19	52255.6	3.64
Porto	2002		25120.65	68.09	50539.66	4.11
Porto	2003		24574.02	67.98	50559.16	6.52
Porto	2004		24718.13	67.86	51233.36	7.3
Porto	2005	5.59	25061.04	67.74	52032.41	8.8
Porto	2006		25308.24	67.61	52298.86	8.85
Porto	2007		26217.51	67.47	54437.01	9.34
Porto	2008	4.64	26233.14	67.33	54280.2	8.61
Porto	2009		24891.99	67.18	53319.72	10.94
Porto	2010		25300.07	67.02	55017.37	12.59
Porto	2011		24721.05	66.86	54514.19	13.05
Porto	2012		23663.48	66.69	54230.53	16.0
Porto	2013		23201.8	66.52	55562.59	17.14
Porto	2014			66.33		14.83
Stockholm	2000	8.26	49627.74	125.87	96812.64	3.25
Stockholm	2001		49651.83	125.04	93516.77	3.3
Stockholm	2002		50403.45	124.22	96236.85	4.05
Stockholm	2003		50865.23	123.39	99158.15	5.12
Stockholm	2004		53724.83	122.58	105640.05	5.73
Stockholm	2005	6.81	55480.29	121.77	107699.42	6.86
Stockholm	2006		56876.83	120.96	109349.88	6.14
Stockholm	2007		59345.15	120.15	112182.88	5.59
Stockholm	2008	6.17	58839.59	119.36	108426.62	5.2
Stockholm	2009		58537.05	118.56	107905.59	6.76
Stockholm	2010		59970.73	117.77	110244.33	7.21
Stockholm	2011		62414.67	116.99	112452.96	6.55
Stockholm	2012		62463.82	116.21	111798.54	6.85
Stockholm	2013			115.43		6.85
Stockholm	2014			114.66		7.09
Gothenburg	2000	7.37	35034.75	317.78	75746.51	5.1
Gothenburg	2001		35807.81	315.89	73933.14	4.35
Gothenburg	2002		35858.01	314.01	73747.45	4.87
Gothenburg	2003		37569.51	312.13	77119.28	4.97
Gothenburg	2004		38329.85	310.27	79931.21	6.21
Gothenburg	2005	7.01	39220.39	308.42	80624.39	7.47
Gothenburg	2006		41342.77	306.57	82884.54	6.78
Gothenburg	2007		42167.91	304.74	83776.17	5.92
Gothenburg	2008	6.56	42118.37	302.92	83268.74	6.17
Gothenburg	2009		38995.03	301.1	79884.43	8.73
Gothenburg	2010		41114.96	299.3	83472.55	8.82
Gothenburg	2011		42057.42	297.5	83192.83	7.5
Gothenburg	2012		41353.78	295.71	81153.1	7.84
Gothenburg	2013			293.94		8.09
Gothenburg	2014			292.17		7.75
Malmö	2000	8.3	32271.77	936.23	75337.93	7.42
Malmö	2001		32655.78	929.25	70231.9	6.25
Malmö	2002		33613.39	922.32	72355.52	6.18
Malmö	2003		33643.51	915.44	72541.04	6.72
Malmö	2004		34444.33	908.61	74700.4	7.41
Malmö	2005	7.51	35393.4	901.83	75897.97	8.84
Malmö	2006		36878.73	895.1	78148.74	8.39
Malmö	2007		39725.32	888.42	81630.63	7.04
Malmö	2008	7.21	37535.63	881.78	75579.49	7.61
Malmö	2009		35066.99	875.2	72014.98	8.61
Malmö	2010		37027.86	868.65	75181.43	8.62
Malmö	2011		37287.48	862.16	75846.2	9.12
Malmö	2012		37130.25	855.72	75831.22	9.4
Malmö	2013			849.32		9.89
Malmö	2014			842.97		10.08
Ljubljana	2000	7.43	29888.82	1031.99		
Ljubljana	2001		30698.2	1023.93	64452.23	4.99
Ljubljana	2002		31594.38	1015.91	66615.02	5.0
Ljubljana	2003		33196.71	1007.93	71054.82	5.3
Ljubljana	2004		34492.39	999.98	72250.15	5.43
Ljubljana	2005	7.28	35843.81	992.08	73121.0	5.34
Ljubljana	2006		38067.03	984.22	77125.99	4.79
Ljubljana	2007		40370.01	976.39	81065.85	4.05
Ljubljana	2008	7.28	41399.04	968.6	82329.95	3.53
Ljubljana	2009		38645.04	960.84	76784.1	4.35
Ljubljana	2010		38662.37	953.12	78589.15	6.54
Ljubljana	2011		38450.04	945.43	80816.0	7.21
Ljubljana	2012		37419.36	937.78		
Ljubljana	2013		36911.57	930.18		
Ljubljana	2014			922.61		
Bratislava	2000	10.87	31745.83	471.54	62762.94	8.37
Bratislava	2001		32281.24	469.86	64257.88	9.58
Bratislava	2002		34448.08	468.15	69937.99	9.62
Bratislava	2003		36197.18	466.39	72238.34	7.68
Bratislava	2004		38175.35	464.6	77238.37	8.74
Bratislava	2005	10.82	43587.34	462.77	85582.35	5.85
Bratislava	2006		45768.18	460.9	88961.11	4.91
Bratislava	2007		51363.01	459.0	98001.06	4.46
Bratislava	2008	9.97	52856.26	457.05	98511.15	3.91
Bratislava	2009		52875.94	455.07	99559.57	5.25
Bratislava	2010		54881.97	453.05	106939.83	6.88
Bratislava	2011		55710.96	450.98	111509.58	6.36
Bratislava	2012		55626.42	448.87	110383.96	6.38
Bratislava	2013		57144.42	446.72	115049.47	7.13
Bratislava	2014			444.53		6.81
Slovak Republic	2000	8.07	15210.9		39415.59	19.06
Slovak Republic	2001		15774.26		40101.29	19.38
Slovak Republic	2002		16517.29		42085.02	18.72
Slovak Republic	2003		17411.05		43209.61	17.12
Slovak Republic	2004		18320.21		45869.18	18.6
Slovak Republic	2005	8.17	19500.85		47403.67	16.17
Slovak Republic	2006		21094.58		49377.8	13.31
Slovak Republic	2007		23328.48		53367.84	11.02
Slovak Republic	2008	8.15	24565.38		54516.82	9.57
Slovak Republic	2009		23217.43		53103.43	12.05
Slovak Republic	2010		24281.35		56839.05	14.37
Slovak Republic	2011		24890.6		58431.83	13.6
Slovak Republic	2012		25434.19		59018.7	13.95
Slovak Republic	2013		25765.35		59854.06	14.22
Slovak Republic	2014					13.18
Slovenia	2000	10.38	21856.47		48618.3	6.92
Slovenia	2001		22474.56		48929.53	5.69
Slovenia	2002		23291.09		50350.22	5.93
Slovenia	2003		23940.56		53282.24	6.48
Slovenia	2004		24965.25		52697.67	6.01
Slovenia	2005	11.41	25948.94		54609.5	6.5
Slovenia	2006		27337.89		56978.34	5.95
Slovenia	2007		29134.02		59450.23	4.82
Slovenia	2008	11.71	30096.6		60739.14	4.37
Slovenia	2009		27448.21		56882.53	5.86
Slovenia	2010		27585.64		58454.6	7.24
Slovenia	2011		27710.55		60689.96	8.16
Slovenia	2012		26909.81		59875.53	8.84
Slovenia	2013		26598.09		60448.96	10.1
Slovenia	2014					9.67
Sweden	2000	7.94	35854.95		77017.02	5.47
Sweden	2001		36327.88		74363.51	4.73
Sweden	2002		36971.53		75757.05	4.97
Sweden	2003		37719.53		77494.91	5.55
Sweden	2004		39196.31		81613.93	6.69
Sweden	2005	7.55	40141.29		83219.2	7.81
Sweden	2006		41854.22		85493.89	7.07
Sweden	2007		42968.28		86238.02	6.16
Sweden	2008	7.0	42404.77		84781.17	6.23
Sweden	2009		39887.37		82059.72	8.35
Sweden	2010		41894.49		86505.1	8.61
Sweden	2011		42668.65		86847.89	7.8
Sweden	2012		42244.57		86019.01	7.98
Sweden	2013		42459.2		86244.15	8.05
Sweden	2014					7.95
London	2000	8.9	48043.82	41.56	98029.36	5.98
London	2001		48155.47	41.09	97695.59	5.44
London	2002		48438.66	40.63	99172.7	5.77
London	2003		50202.4	40.17	104494.45	5.99
London	2004		50505.8	39.71	105603.25	6.05
London	2005	8.41	52204.5	39.25	109118.03	6.08
London	2006		52488.94	38.79	109801.82	6.58
London	2007		54537.86	38.33	113377.33	6.05
London	2008	7.87	54523.51	37.88	112384.49	6.17
London	2009		51540.21	37.42	107900.27	8.13
London	2010		52237.95	36.97	110040.92	7.98
London	2011		53672.57	36.51	112928.71	8.5
London	2012		53975.97	36.06	112601.56	8.25
London	2013		54382.76	35.61	112175.05	7.83
London	2014			35.16		6.48
Birmingham (UK)	2000	7.47	31021.32	155.35	73282.73	8.4
Birmingham (UK)	2001		31883.51	154.3	74284.25	7.07
Birmingham (UK)	2002		32251.6	153.22	73888.03	7.38
Birmingham (UK)	2003		33018.66	152.11	76742.84	7.61
Birmingham (UK)	2004		33242.0	150.98	76945.96	7.34
Birmingham (UK)	2005	6.87	33448.01	149.82	78016.64	7.23
Birmingham (UK)	2006		33519.22	148.64	77985.97	7.61
Birmingham (UK)	2007		34067.21	147.43	79916.23	7.28
Birmingham (UK)	2008	6.51	32828.84	146.2	78539.4	9.48
Birmingham (UK)	2009		30894.79	144.94	76236.03	11.94
Birmingham (UK)	2010		31555.11	143.66	77595.84	11.35
Birmingham (UK)	2011		31559.03	142.36	77565.88	11.39
Birmingham (UK)	2012		31915.6	141.03	78890.64	11.55
Birmingham (UK)	2013		32396.29	139.68	78698.58	11.81
Birmingham (UK)	2014			138.31		9.23
Leeds	2000	20.97	31824.2	184.99	65525.5	5.42
Leeds	2001		32670.65	184.5	67384.52	4.46
Leeds	2002		33844.9	183.95	70831.84	5.25
Leeds	2003		35764.06	183.33	75405.99	4.92
Leeds	2004		37293.81	182.64	75782.17	3.97
Leeds	2005	21.04	38350.31	181.89	78807.81	5.91
Leeds	2006		39028.78	181.08	76908.23	4.69
Leeds	2007		40108.32	180.21	81890.64	5.17
Leeds	2008	19.96	39931.94	179.28	81998.42	5.89
Leeds	2009		36878.27	178.29	77922.0	8.44
Leeds	2010		36564.48	177.25	78333.17	9.01
Leeds	2011		37195.81	176.15	81460.51	8.96
Leeds	2012		36590.27	175.0	79620.97	9.52
Leeds	2013		37140.32	173.81	81144.48	9.14
Leeds	2014			172.56		7.59
Bradford	2000	5.03	25886.91	168.32	59863.36	8.04
Bradford	2001		25603.76	167.34	60078.43	6.85
Bradford	2002		26738.1	166.21	63171.37	6.72
Bradford	2003		27277.63	164.93	62365.87	5.52
Bradford	2004		26984.52	163.51	61901.48	5.12
Bradford	2005	4.62	26597.24	161.95	59537.94	4.98
Bradford	2006		27611.02	160.25	61935.75	6.04
Bradford	2007		28931.13	158.43	66057.14	7.82
Bradford	2008	4.28	28155.85	156.47	62889.76	7.19
Bradford	2009		27696.19	154.39	63432.85	7.35
Bradford	2010		25682.98	152.2	63925.73	10.45
Bradford	2011		25834.71	149.9	64749.57	12.09
Bradford	2012		25405.75	147.48	61778.58	10.15
Bradford	2013		24949.07	144.97	60532.85	10.72
Bradford	2014			142.37		8.24
Liverpool	2000	6.23	28110.94	63.05	66884.03	8.2
Liverpool	2001		28398.23	63.19	66918.71	7.94
Liverpool	2002		29829.07	63.29	67660.57	6.87
Liverpool	2003		30457.03	63.35	68382.0	6.87
Liverpool	2004		31659.28	63.35	69930.85	6.45
